Paper,DOI,Publication Year,Corresponding Author,Email,Physical Address,Analyte Polymer,Critical Component,Architecture,Critical Condition Basis,Column Name,Stationary Phase Chemistry,Column Mode,Pore Size,Column Dimensions,Mobile Phase Solvents,Mobile Phase Ratio,Mobile Phase Ratio Units,Aqueous pH,Aqueous Salt Added,Aqueous Salt Type,Aqueous Salt Concentration,Temperature (°C),Flow Rate,Detector,Consensus Confidence,Qwen Confidence,Mistral Confidence,Evidence: Critical Condition,Evidence: Critical Component,Evidence: Column Name,Evidence: Mobile Phase Solvents,Evidence: Mobile Phase Ratio,Evidence: Temperature,Evidence: Pore Size,Evidence: Flow Rate,Notes
[370] Falkenhagen2005.pdf,10.1002/rcm.2256,2005,Steffen M. Weidner,steffen.weidner@bam.de,"Federal Institute for Materials Research and Testing (BAM), Unter den Eichen 87, 12205 Berlin, Germany",PEO with hydroxyl end groups,PEO backbone,linear,critical conditions of adsorption,GROM ODS 120 and Zorbax SBC 18,C18,Reversed Phase,,150 x 1 mm and 150 x 0.5 mm i.d.,"methanol, water",84:16,wt %,,False,,,45,20 mL/min,SEDEX 75 ELSD,explicit,explicit,missed,"Liquid adsorption chromatography at 'critical' conditions of adsorption (LACCC mode, system 2)","samples with the same chemical composition, but different molecular weight, eluted in one peak",GROM ODS 120 and Zorbax SBC 18,methanol/water mixture,84:16 wt %,458C,,20 mL/min,Critical condition established for PEOs with same end groups (hydroxyl). Functionalized PEOs with different end groups elute at different times.
[370] Falkenhagen2005.pdf,10.1002/rcm.2256,2005,Jana Falkenhagen; Steffen M. Weidner,steffen.weidner@bam.de,"Federal Institute for Materials Research and Testing (BAM), Unter den Eichen 87, 12205 Berlin, Germany",PEO,PEO,linear,critical conditions of adsorption,C18,C18,Reversed Phase,,,"methanol, water",84:16,wt %,,False,,,45,20,ELSD,explicit,missed,explicit,"The determination of 'critical conditions' of adsorption was performed starting with methanol as a thermodynamically 'good' solvent. Successive addition of water as a thermodynamically 'poor' solvent resulted in a change of the chromatographic mode to adsorption mode. The 'critical conditions of adsorption' were established when samples with the same chemical composition, but different molecular weight, eluted in one peak.",For the investigated polymer system the 'critical solvent composition' (CSC) could be obtained by adjusting a methanol/water mixture of 84:16 wt %,"two C18 columns (150 x 1 mm and 150 x 0.5 mm i.d., GROM ODS 120 and Zorbax SBC 18)",methanol as a thermodynamically 'good' solvent. Successive addition of water as a thermodynamically 'poor' solvent,a methanol/water mixture of 84:16 wt %,The chromatographic systems were kept at a constant temperature of 458C.,,The eluent flow was 20 mL/min.,
[371] Trimpin2007.pdf,10.1021/ac070986w,2007,Sarah Trimpin; Steffen M. Weidner; Jana Falkenhagen; Charles N. McEwen,strimpin@indiana.edu,"Department of Chemistry, Indiana University, Bloomington, Indiana 47405; Federal Institute for Materials Research and Testing (BAM), Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany; DuPont Corporate Center for Analytical Sciences, Wilmington, Delaware 19880",PEO 4250,PEO backbone,linear,Liquid adsorption chromatography at critical conditions (LACCC),YMC RP 18,C18,Reversed Phase,300 Å,2 x 150 mm,"methanol, water",83/17,v/v,,False,,,45,0.5 mL min-1,"ELSD, SEDEX 45",explicit,explicit,missed,liquid adsorption chromatography at critical conditions,PEO,"2 X YMC RP 18 (150, 300 Å)",methanol/water 83/17 (v/v),83/17,45 ° C,300 Å,0.5 mL min-1,"The text describes the separation of PEO mixtures with different end groups using LACCC. The setup is used for fractionation, but the conditions are explicitly identified as critical conditions for the PEO backbone to separate by end group. The column dimensions (2 x 150 mm) suggest a semi-preparative scale, but the text explicitly links this setup to LACCC analysis principles (separation by end group independent of molar mass)."
[371] Trimpin2007.pdf,10.1021/ac070986w,2007,Sarah Trimpin; Steffen M. Weidner; Jana Falkenhagen; Charles N. McEwen,strimpin@indiana.edu,"Department of Chemistry, Indiana University, Bloomington, Indiana 47405; Federal Institute for Materials Research and Testing (BAM), Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany; DuPont Corporate Center for Analytical Sciences, Wilmington, Delaware 19880",dimethoxy-PEO 500,PEO backbone,linear,Liquid adsorption chromatography at critical conditions (LACCC),YMC RP 18,C18,Reversed Phase,300 Å,2 x 150 mm,"methanol, water",83/17,v/v,,False,,,45,0.5 mL min-1,"ELSD, SEDEX 45",explicit,explicit,missed,liquid adsorption chromatography at critical conditions,PEO,"2 X YMC RP 18 (150, 300 Å)",methanol/water 83/17 (v/v),83/17,45 ° C,300 Å,0.5 mL min-1,Same LACCC setup used for the mixture containing dimethoxy-PEO 500.
[371] Trimpin2007.pdf,10.1021/ac070986w,2007,Sarah Trimpin; Steffen M. Weidner; Jana Falkenhagen; Charles N. McEwen,strimpin@indiana.edu,"Department of Chemistry, Indiana University, Bloomington, Indiana 47405; Federal Institute for Materials Research and Testing (BAM), Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany; DuPont Corporate Center for Analytical Sciences, Wilmington, Delaware 19880",monomethoxy-monomethacrylate-PEO 1000,PEO backbone,linear,Liquid adsorption chromatography at critical conditions (LACCC),YMC RP 18,C18,Reversed Phase,300 Å,2 x 150 mm,"methanol, water",83/17,v/v,,False,,,45,0.5 mL min-1,"ELSD, SEDEX 45",explicit,explicit,missed,liquid adsorption chromatography at critical conditions,PEO,"2 X YMC RP 18 (150, 300 Å)",methanol/water 83/17 (v/v),83/17,45 ° C,300 Å,0.5 mL min-1,Same LACCC setup used for the mixture containing monomethoxy-monomethacrylate-PEO 1000.
[371] Trimpin2007.pdf,10.1021/ac070986w,2007,Sarah Trimpin; Steffen M. Weidner; Jana Falkenhagen; Charles N. McEwen,strimpin@indiana.edu,"Department of Chemistry, Indiana University, Bloomington, Indiana 47405; Federal Institute for Materials Research and Testing (BAM), Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany; DuPont Corporate Center for Analytical Sciences, Wilmington, Delaware 19880",dimethacrylate-PEO 1000,PEO backbone,linear,Liquid adsorption chromatography at critical conditions (LACCC),YMC RP 18,C18,Reversed Phase,300 Å,2 x 150 mm,"methanol, water",83/17,v/v,,False,,,45,0.5 mL min-1,"ELSD, SEDEX 45",explicit,explicit,missed,liquid adsorption chromatography at critical conditions,PEO,"2 X YMC RP 18 (150, 300 Å)",methanol/water 83/17 (v/v),83/17,45 ° C,300 Å,0.5 mL min-1,Same LACCC setup used for the mixture containing dimethacrylate-PEO 1000.
[371] Trimpin2007.pdf,10.1021/ac070986w,2007,Sarah Trimpin; Steffen M. Weidner; Jana Falkenhagen; Charles N. McEwen,strimpin@indiana.edu,"Department of Chemistry, Indiana University, Bloomington, Indiana 47405; Federal Institute for Materials Research and Testing (BAM), Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany; DuPont Corporate Center for Analytical Sciences, Wilmington, Delaware 19880",PEO 6000,PEO backbone,linear,Liquid adsorption chromatography at critical conditions (LACCC),YMC RP 18,C18,Reversed Phase,300 Å,2 x 150 mm,"methanol, water",83/17,v/v,,False,,,45,0.5 mL min-1,"ELSD, SEDEX 45",explicit,explicit,missed,liquid adsorption chromatography at critical conditions,PEO,"2 X YMC RP 18 (150, 300 Å)",methanol/water 83/17 (v/v),83/17,45 ° C,300 Å,0.5 mL min-1,Same LACCC setup used for the mixture containing PEO 6000.
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",Polyethylene glycol,oxyethylene unit,linear homopolymer,Critical conditions for the oxyethylene unit were realized on octadecyl phases in methanol–water containing 85.8 wt.% methanol,Zorbax 300 C18,silica-based octadecyl phase,Reversed Phase,300 A,150 mm x 4.6 mm,"methanol, water",85.8 wt.% methanol,wt.%,,False,,,15.0–35.0,0.5 ml/min,RI detector; DDS70 density detection system,explicit,explicit,missed,Critical conditions for the oxyethylene unit were realized on octadecyl phases in methanol–water containing 85.8 wt.% methanol,Critical conditions for the oxyethylene unit,Zorbax 300 C18: silica-based octadecyl phase,mobile phases consisting of methanol–water,85.8 wt.% methanol,varied the temperature between 15.0 and 35.0[◦] C,nominal pore size = 300 A,flow rate of 0.5 ml/min,Temperature dependence of interaction parameters is negligible in this system.
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",Polyethylene glycol,oxyethylene unit,linear homopolymer,Critical conditions for the oxyethylene unit were realized on octadecyl phases in acetone–water at 89.6 wt.% acetone,Prodigy ODS3,silica-based octadecyl phase,Reversed Phase,100 A,250 mm x 4.6 mm,"acetone, water",89.6 wt.% acetone,wt.%,,False,,,15.0–35.0,0.5 ml/min,RI detector; DDS70 density detection system,explicit,explicit,missed,Critical conditions for the oxyethylene unit were realized on octadecyl phases in acetone–water at 89.6 wt.% acetone,Critical conditions for the oxyethylene unit,"Prodigy ODS3, silica-based octadecyl phase",mobile phases consisting of ... acetone–water,89.6 wt.% acetone,varied the temperature between 15.0 and 35.0[◦] C,nominal pore size = 100 A,flow rate of 0.5 ml/min,Temperature dependence of interaction parameters is pronounced in this system. Critical temperature determined as 11.0 C.
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",Fatty alcohol ethoxylates,oxyethylene unit,diblock (AB),Critical conditions for the oxyethylene unit were realized on octadecyl phases in methanol–water containing 85.8 wt.% methanol,Zorbax 300 C18,silica-based octadecyl phase,Reversed Phase,300 A,150 mm x 4.6 mm,"methanol, water",85.8 wt.% methanol,wt.%,,False,,,25.0,0.5 ml/min,RI detector; DDS70 density detection system,explicit,explicit,missed,Critical conditions for the oxyethylene unit were realized on octadecyl phases in methanol–water containing 85.8 wt.% methanol,Critical conditions for the oxyethylene unit,Zorbax 300 C18,methanol–water,85.8 wt.% methanol,25.0[◦] C,300 A,0.5 ml/min,Analysis of FAE (AB structures) under critical conditions for the EO unit.
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",Fatty acid polyglycol esters,oxyethylene unit,triblock (BAB),Critical conditions for the oxyethylene unit were realized on octadecyl phases in acetone–water at 89.6 wt.% acetone,Prodigy ODS3,silica-based octadecyl phase,Reversed Phase,100 A,250 mm x 4.6 mm,"acetone, water",89.6 wt.% acetone,wt.%,,False,,,25.0,0.5 ml/min,ELSD; DDS70 density detection system,explicit,explicit,missed,Critical conditions for the oxyethylene unit were realized on octadecyl phases in acetone–water at 89.6 wt.% acetone,Critical conditions for the oxyethylene unit,Prodigy ODS3,acetone–water,89.6 wt.% acetone,25.0[◦] C,100 A,0.5 ml/min,Analysis of diesters (BAB structures) under critical conditions for the EO unit. ELSD used for detection.
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",polyethylene glycol,oxyethylene unit,linear,critical conditions can be adjusted by varying the mobile phase composition or temperature,Prodigy ODS3,octadecyl,Reversed Phase,100 Å,250 mm × 4.6 mm,"acetone, water",89.6,wt.%,,False,,,25,0.5 ml/min,density detection system DDS70,explicit,missed,explicit,critical conditions can be adjusted by varying the mobile phase composition or temperature,the oxyethylene unit,Prodigy ODS3,acetone–water,89.6 wt.% acetone,25°C,100 Å,0.5 ml/min,
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",polyethylene glycol,oxyethylene unit,linear,critical conditions can be adjusted by varying the mobile phase composition or temperature,Zorbax 300 C18,octadecyl,Reversed Phase,300 Å,150 mm × 4.6 mm,"methanol, water",85.8,wt.%,,False,,,25,0.5 ml/min,density detection system DDS70,explicit,missed,explicit,critical conditions can be adjusted by varying the mobile phase composition or temperature,the oxyethylene unit,Zorbax 300 C18,methanol–water,85.8 wt.% methanol,25°C,300 Å,0.5 ml/min,
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",fatty alcohol ethoxylates,oxyethylene unit,linear,critical conditions can be adjusted by varying the mobile phase composition or temperature,Prodigy ODS3,octadecyl,Reversed Phase,100 Å,250 mm × 4.6 mm,"acetone, water",89.6,wt.%,,False,,,25,0.5 ml/min,density detection system DDS70,explicit,missed,explicit,critical conditions can be adjusted by varying the mobile phase composition or temperature,the oxyethylene unit,Prodigy ODS3,acetone–water,89.6 wt.% acetone,25°C,100 Å,0.5 ml/min,
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",fatty acid polyglycol esters,oxyethylene unit,linear,critical conditions can be adjusted by varying the mobile phase composition or temperature,Prodigy ODS3,octadecyl,Reversed Phase,100 Å,250 mm × 4.6 mm,"acetone, water",89.6,wt.%,,False,,,25,0.5 ml/min,density detection system DDS70,explicit,missed,explicit,critical conditions can be adjusted by varying the mobile phase composition or temperature,the oxyethylene unit,Prodigy ODS3,acetone–water,89.6 wt.% acetone,25°C,100 Å,0.5 ml/min,
[372] Trathnigg2005.pdf,10.1016/j.chroma.2005.06.028,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, A-8010 Graz, Austria",fatty acid polyglycol esters,oxyethylene unit,linear,critical conditions can be adjusted by varying the mobile phase composition or temperature,Zorbax 300 C18,octadecyl,Reversed Phase,300 Å,150 mm × 4.6 mm,"methanol, water",85.8,wt.%,,False,,,25,0.5 ml/min,density detection system DDS70,explicit,missed,explicit,critical conditions can be adjusted by varying the mobile phase composition or temperature,the oxyethylene unit,Zorbax 300 C18,methanol–water,85.8 wt.% methanol,25°C,300 Å,0.5 ml/min,
[373] Trathnigg2010.pdf,10.1016/j.proche.2009.12.020,2010,Bernd Trathnigg; Shazia Abrar,bernd.trathnigg@uni-graz.at,"Central Polymer Lab – Molecular Characteristics (CePOL), Institute of Chemistry, Karl-Franzens University, Heinrichstrasse 28,Graz, Austria",PEG,PEG,linear,LCCC,Onyx C18,silica-based monolith with octadecyl groups,Reversed Phase,Mesopore: 130µm; Macropore: 2 µm,100mm×4.6mm,"acetone, water",90 % acetone – water,%,,False,,,,2 ml/min,ELSD,explicit,explicit,explicit,LCCC separation of the same samples as in Figure 2 and PEG 600 on the Onyx C18 monolith in 90 % acetone – water,PEG,Onyx C18,"acetone, water",90 % acetone – water,,Mesopore: 130µm; Macropore: 2 µm,2 ml/min,Used for LCCC separation of fatty acid ethoxylates and PEG samples. The text states this corresponds to the CAP for PEG.
[373] Trathnigg2010.pdf,10.1016/j.proche.2009.12.020,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Central Polymer Lab – Molecular Characteristics (CePOL), Institute of Chemistry, Karl-Franzens University, Heinrichstrasse 28,Graz, Austria",PEG 400 monolaurate,PEG block,diblock,LCCC in 90 % methanol,FAD column,,,,,methanol,90 % methanol,,,False,,,,,,explicit,explicit,missed,Off-line two-dimensional separation: First dimension: LCCC in 90 % methanol,PEG 400 monolaurate,FAD column,methanol,90 % methanol,,,,Used in off-line 2D-LC (LCCC-LEAC) for PEG 400 monolaurate. The text mentions 'focussing of fractions on a FAD column' in the first dimension (LCCC).
[373] Trathnigg2010.pdf,10.1016/j.proche.2009.12.020,2010,Bernd Trathnigg; Shazia Abrar,bernd.trathnigg@uni-graz.at,"Central Polymer Lab – Molecular Characteristics (CePOL), Institute of Chemistry, Karl-Franzens University, Heinrichstrasse 28,Graz, Austria",PEG 400 monolaurate,PEG,linear,LCCC,Onyx C18,silica-based monolith with octadecyl groups,Reversed Phase,Mesopore: 130µm; Macropore: 2 µm,100mm×4.6mm,"acetone, water",90 %,%,,False,,,,2 ml/min,ELSD,explicit,missed,explicit,LCCC separation of the same samples as in Figure 2 and PEG 600 on the Onyx C18 monolith in 90 % acetone – water,PEG,Onyx C18,"acetone, water",90 % acetone – water,,Mesopore: 130µm; Macropore: 2 µm,2 ml/min,
[373] Trathnigg2010.pdf,10.1016/j.proche.2009.12.020,2010,Bernd Trathnigg; Shazia Abrar,bernd.trathnigg@uni-graz.at,"Central Polymer Lab – Molecular Characteristics (CePOL), Institute of Chemistry, Karl-Franzens University, Heinrichstrasse 28,Graz, Austria",PEG 600,PEG,linear,LCCC,Onyx C18,silica-based monolith with octadecyl groups,Reversed Phase,Mesopore: 130µm; Macropore: 2 µm,100mm×4.6mm,"acetone, water",90 %,%,,False,,,,2 ml/min,ELSD,explicit,missed,explicit,LCCC separation of the same samples as in Figure 2 and PEG 600 on the Onyx C18 monolith in 90 % acetone – water,PEG,Onyx C18,"acetone, water",90 % acetone – water,,Mesopore: 130µm; Macropore: 2 µm,2 ml/min,
[374] Ahmed2010.pdf,10.1002/jssc.200900847,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"NAWI Graz, Central Polymer Laboratories (CePoL), Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, Graz A-8010, Austria",PEG,PEG,linear,LCCC,Synergi Fusion RP,silica-based dodecyl phase,Reversed Phase,80 A,250 x 4.6 mm,"acetone, water",32 vol%,vol%,,False,,,25,0.5 mL/min,ELSD,explicit,explicit,explicit,LCCC,PEG,Synergi Fusion RP,acetone–water,32 vol-%,251C,80 A,0.5 mL/min,Used as the first dimension in 2-D LC. The text states '32% acetone' corresponds to the CAP for EO.
[374] Ahmed2010.pdf,10.1002/jssc.200900847,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"NAWI Graz, Central Polymer Laboratories (CePOL), Institute of Chemistry, KarlFranzens-University, Heinrichstrasse 28, Graz A-8010, Austria",PEG-MME,EO,linear,LC at critical conditions (LCCC),Synergi Fusion RP,silica-based dodecyl phase,Reversed Phase,80 A,250 x 4.6 mm,"acetone, water",32 vol% acetone,vol%,,False,,,25,0.5 mL/min,ELSD,explicit,explicit,missed,LC at critical conditions as the first and liquid adsorption chromatography as the second dimension,CAP for EO,Synergi Fusion RP,32 vol% acetone–water,32 vol% acetone,251C,nominal pore size 5 80 A,0.5 mL/min,Used as the first dimension in 2-D LC. The text states '32% acetone' corresponds to the CAP for EO. PEG-MME is separated from PEG based on end-group adsorption at this condition.
[374] Ahmed2010.pdf,10.1002/jssc.200900847,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"NAWI Graz, Central Polymer Laboratories (CePoL), Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, Graz A-8010, Austria",PEG-MME,PEG-MME,linear,LCCC,Synergi Fusion RP,dodecyl phase,Reversed Phase,80 A,250 x 4.6 mm,"acetone, water",32 vol-%,%,,False,,,25,0.5 mL/min,ELSD,explicit,missed,explicit,LCCC,PEG-MME,Synergi Fusion RP,acetone–water,32 vol-%,251C,80 A,0.5 mL/min,
[68] Baran2001.pdf,S0378-4347(00)00372-8,2001,Henri Cramail,cramail@enscpb.u-bordeaux.fr,"Laboratoire de Chimie des Polymeres Organiques, UMR 5629, ENSCPB – Université Bordeaux, 1 Avenue Pey Berland, BP 108, F-33402 Talence Cedex, France",polystyrene,polystyrene,linear,elution at the exclusion–adsorption transition point (EATP) where retention is independent of molar mass,Nucleosil,silica,Normal Phase,100,250x4.6 mm,"THF, hexane",44.2:55.8,wt.%,,False,,,25,1 ml/min,UV (261 nm),explicit,explicit,explicit,"In this specific elution mode (EATP–LC), the fractionation is only governed by the nature and the number of functions attached to the polymer backbone, independent of the molar mass distribution of the whole sample.",polystyrene chains,column 1 (see Table 1)... Silica... Nucleosil,THF–hexane mixtures,44.2:55.8 wt.%,T 5258C,100,flow-rate: 1 ml/min,"Used for fractionation of functional PS (alcohol, acetal, aldehyde, acidic) from non-functional PS."
[68] Baran2001.pdf,S0378-4347(00)00372-8,2001,Henri Cramail,cramail@enscpb.u-bordeaux.fr,"Laboratoire de Chimie des Polymeres Organiques, UMR 5629, ENSCPB – Université Bordeaux, 1 Avenue Pey Berland, BP 108, F-33402 Talence Cedex, France",poly(ethylene oxide),poly(ethylene oxide),linear,elution at the exclusion–adsorption transition point (EATP) where retention is independent of molar mass,Nucleosil,Cyano-silica,Normal Phase,300 A,150x4.6 mm,"DME, water",21.5:78.5,wt.%,,False,,,25,1 ml/min,refractometry,explicit,explicit,missed,"The validity of the 'critical conditions' concept is illustrated in Fig. 7b... two a,v-hydroxyl-PEO of different molar masses... are eluted at the same retention time",PEO EATP,column 5... Cyano-silica... Nucleosil,DME–water,21.5:78.5,T 5 258C,300,Flow-rate of 1 ml/min,"Used for fractionation of functional PEOs (hydroxyl, diphenyl)."
[95] Pasch.pdf,,1992,H. Pasch; C. Brinkmann; H. Much; U. Just,,"Deutsches Kunststoff-Institut, Schlossgartenstrasse 6, W-6100 Darmstadt, Germany; Centre of Macromolecular Chemistry, Rudower Chaussee 5, O-1199, Berlin (Germany); Federal Institute of Materials Research and Testing, Department 3, Unter den Eichen 87, W-1000 Berlin 45 (Germany)",polyethylene oxide,polyethylene oxide,linear,liquid chromatography at the critical point of adsorption,Nucleosil 5C18,C18,Reversed Phase,,250 x 4mm I.D.,"acetonitrile, water",43:57,v/v,,False,,,,0.5 ml/min,R-401 differential refractometer,explicit,explicit,missed,"The disappearance of the molar mass dependence of the retention time, corresponding to the critical conditions, was achieved at a composition of the mobile phase of acetonitrile—water (43:57, v/v)","The mobile phase composition corresponding to the critical conditions for PEO was found to be acetonitrile-water (42:58, v/v) on a Chrompack RP-18 stationary phase",The column was Nucleosil 5C18 (250 x 4mm I.D.),The mobile phase was acetonitrile-water,"acetonitrile—water (43:57, v/v)",,,flow-rate of 0.5 ml/min,Critical condition established for PEO block in a PEO-PPO block copolymer analysis. The text notes that the composition was adjusted from a previous RP-18 study to the Nucleosil 5C18 column.
[95] Pasch.pdf,,1992,H. Pasch; C. Brinkmann; H. Much; U. Just,,"Deutsches Kunststoff-Institut, Schlossgartenstrasse 6, W-6100 Darmstadt (Germany); Centre of Macromolecular Chemistry, Rudower Chaussee 5, O-1199, Berlin (Germany); Federal Institute of Materials Research and Testing, Department 3, Unter den Eichen 87, W-1000 Berlin 45 (Germany)",HO(EO)x(PO)y(EO)xOH,polyethylene oxide,block copolymer,"The mobile phase composition corresponding to the critical conditions for PEO was found to be acetonitrile-water (43:57, v/v) on a Macherey-Nagel 5C; column",Macherey-Nagel 5C;,,Normal Phase,,250 x 4 mm,"acetonitrile, water",43:57,v/v,,False,,,,0.5 ml/min,refractive index,explicit,missed,explicit,"The mobile phase composition corresponding to the critical conditions for PEO was found to be acetonitrile-water (43:57, v/v) on a Macherey-Nagel 5C; column",polyethylene oxide,Macherey-Nagel 5C;,acetonitrile-water,"43:57, v/v",,,0.5 ml/min,Critical condition established for PEO block in a PEO-PPO block copolymer analysis.
